1230,594
1272,603
1339,600
1327,600
1262,601
1207,600
1187,600
1175,593
1273,596
666,549
676,552
693,554
676,547
246,496
232,487
250,481
264,485
239,493
220,489
233,482
275,487
273,492
1126,583
1128,568
1063,539
1140,567
1222,599
1126,605
858,568
628,562
725,543
